1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
1 13 91 455 1820 6188 18564 50388 125970 293930 646646 1352078 2704156 5200300 9657700 17383860 30421755 51895935 86493225 141120525 225792840 354817320 548354040 834451800 1251677700 1852482996 2707475148 3910797436 5586853480 7898654920 11058116888 15338678264 21090682613 28760021745 38910617655 52251400851 69668534468 92263734836 121399651100 158753389900 206379406870 266783135710 343006888770 438729741450 558383307300 707285522580 891794789340 1119487075980 1399358844975 1742058970275 2160153123141 2668424446233 3284214703056 4027810484880 4922879481520 5996962277488 7282025622664 8815083648488 10638894058520 12802736917880 15363284301456 18385569737808 21944067106416 26123889412400 31022118677225 36749279048405 43430966148115 51209646652255 60246643120300 70724320184700 82848489359220 96851050941060 112992892764570 131567066917650 152902266958350 177366629671686 205371886988268 237377895350076 273897571557780 315502265971620 362827605867363 416579843773639 477542747740513 546585072715045 624668654531480 712857170465336 812325612855848 924370524973896 1050421051106700 1192050855750300 1350990969850340 1529143625215220 1728597141547640 1951641934005400 2200787712814600 2478781950222760 2788629694000605 3133614810784185 3517322746798575 3943664897925675 
1 14 105 560 2380 8568 27132 77520 203490 497420 1144066 2496144 5200300 10400600 20058300 37442160 67863915 119759850 206253075 347373600 573166440 927983760 1476337800 2310789600 3562467300 5414950296 8122425444 12033222880 17620076360 25518731280 36576848168 51915526432 73006209045 101766230790 140676848445 192928249296 262596783764 354860518600 476260169700 635013559600 841392966470 1108176102180 1451182990950 1889912732400 2448296039700 3155581562280 4047376351620 5166863427600 6566222272575 8308281242850 10468434365991 13136858812224 16421073515280 20448884000160 25371763481680 31368725759168 38650751381832 47465835030320 58104729088840 70907466006720 86270750308176 104656320045984 126600387152400 152724276564800 183746395242025 220495674290430 263926640438545 315136287090800 375382930211100 446107250395800 528955739755020 625806790696080 738799683460650 870366750378300 1023269017336650 1200635647008336 1406007533996604 1643385429346680 1917283000904460 2232785266876080 2595612872743443 3012192716517082 3489735464257595 4036320536972640 4660989191504120 5373846361969456 6186171974825304 7110542499799200 8160963550905900 9353014406656200 10704005376506540 12233149001721760 13961746143269400 15913388077274800 18114175790089400 20592957740312160 23381587434312765 26515202245096950 30032524991895525 33976189889821200 
1 15 120 680 3060 11628 38760 116280 319770 817190 1961256 4457400 9657700 20058300 40116600 77558760 145422675 265182525 471435600 818809200 1391975640 2319959400 3796297200 6107086800 9669554100 15084504396 23206929840 35240152720 52860229080 78378960360 114955808528 166871334960 239877544005 341643774795 482320623240 675248872536 937845656300 1292706174900 1768966344600 2403979904200 3245372870670 4353548972850 5804731963800 7694644696200 10142940735900 13298522298180 17345898649800 22512762077400 29078984349975 37387265592825 47855699958816 60992558771040 77413632286320 97862516286480 123234279768160 154603005527328 193253756909160 240719591939480 298824321028320 369731787035040 456002537343216 560658857389200 687259244541600 839983521106400 1023729916348425 1244225590638855 1508152231077400 1823288518168200 2198671448379300 2644778698775100 3173734438530120 3799541229226200 4538340912686850 5408707663065150 6431976680401800 7632612327410136 9038619861406740 10682005290753420 12599288291657880 14832073558533960 17427686431277403 20439879147794485 23929614612052080 27965935149024720 32626924340528840 38000770702498296 44186942677323600 51297485177122800 59458448728028700 68811463134684900 79515468511191440 91748617512913200 105710363656182600 121623751733457400 139737927523546800 160330885263858960 183712472698171725 210227674943268675 240260199935164200 274236389824985400 
1 16 136 816 3876 15504 54264 170544 490314 1307504 3268760 7726160 17383860 37442160 77558760 155117520 300540195 565722720 1037158320 1855967520 3247943160 5567902560 9364199760 15471286560 25140840660 40225345056 63432274896 98672427616 151532656696 229911617056 344867425584 511738760544 751616304549 1093260079344 1575580702584 2250829575120 3188675231420 4481381406320 6250347750920 8654327655120 11899700525790 16253249498640 22057981462440 29752626158640 39895566894540 53194089192720 70539987842520 93052749919920 122131734269895 159518999862720 207374699821536 268367258592576 345780890878896 443643407165376 566877686933536 721480692460864 914734449370024 1155454041309504 1454278362337824 1824010149372864 2280012686716080 2840671544105280 3527930788646880 4367914309753280 5391644226101705 6635869816740560 8144022047817960 9967310565986160 12165982014365460 14810760713140560 17984495151670680 21784036380896880 26322377293583730 31731084956648880 38163061637050680 45795673964460816 54834293825867556 65516299116620976 78115587408278856 92947660966812816 110375347398090219 130815226545884704 154744841157936784 182710776306961504 215337700647490344 253338471349988640 297525414027312240 348822899204435040 408281347932463740 477092811067148640 556608279578340080 648356897091253280 754067260747435880 875691012480893280 1015428940004440080 1175759825268299040 1359472297966470765 1569699972909739440 1809960172844903640 2084196562669889040 
1 17 153 969 4845 20349 74613 245157 735471 2042975 5311735 13037895 30421755 67863915 145422675 300540195 601080390 1166803110 2203961430 4059928950 7307872110 12875774670 22239974430 37711260990 62852101650 103077446706 166509721602 265182149218 416714805914 646626422970 991493848554 1503232609098 2254848913647 3348108992991 4923689695575 7174519270695 10363194502115 14844575908435 21094923659355 29749251314475 41648951840265 57902201338905 79960182801345 109712808959985 149608375854525 202802465047245 273342452889765 366395202809685 488526937079580 648045936942300 855420636763836 1123787895356412 1469568786235308 1913212193400684 2480089880334220 3201570572795084 4116305022165108 5271759063474612 6726037425812436 8550047575185300 10830060261901380 13670731806006660 17198662594653540 21566576904406820 26958221130508525 33594090947249085 41738112995067045 51705423561053205 63871405575418665 78682166288559225 96666661440229905 118450697821126785 144773075114710515 176504160071359395 214667221708410075 260462895672870891 315297189498738447 380813488615359423 458929076023638279 551876736990451095 662252084388541314 793067310934426018 947812152092362802 1130522928399324306 1345860629046814650 1599199100396803290 1896724514424115530 2245547413628550570 2653828761561014310 3130921572628162950 3687529852206503030 4335886749297756310 5089954010045192190 5965645022526085470 6981073962530525550 8156833787798824590 -8930437987944256261 -7360738015034516821 -5550777842189613181 -3466581279519724141 
1 18 171 1140 5985 26334 100947 346104 1081575 3124550 8436285 21474180 51895935 119759850 265182525 565722720 1166803110 2333606220 4537567650 8597496600 15905368710 28781143380 51021117810 88732378800 151584480450 254661927156 421171648758 686353797976 1103068603890 1749695026860 2741188875414 4244421484512 6499270398159 9847379391150 14771069086725 21945588357420 32308782859535 47153358767970 68248282427325 97997533741800 139646485582065 197548686920970 277508869722315 387221678682300 536830054536825 739632519584070 1012974972473835 1379370175283520 1867897112363100 2515943049305400 3371363686069236 4495151581425648 5964720367660956 7877932561061640 10358022441395860 13559593014190944 17675898036356052 22947657099830664 29673694525643100 38223742100828400 49053802362729780 62724534168736440 79923196763389980 101489773667796800 128447994798305325 162042085745554410 203780198740621455 255485622301674660 319357027877093325 398039194165652550 494705855605882455 613156553427009240 757929628541719755 934433788613079150 1149101010321489225 1409563905994360116 1724861095493098563 2105674584108457986 2564603660132096265 3116480397122547360 3778732481511088674 4571799792445514692 5519611944537877494 6650134872937201800 7995995501984016450 -8851549471328731876 -6954824956904616346 -4709277543276065776 -2055448781715051466 1075472790913111484 4763002643119614514 9098889392417370824 -4257900671246988602 1707744351279096868 8688818313809622418 -1601091972101104608 7915214113664190747 554476098629673926 -4996301743559939255 -8462883023079663396 
1 19 190 1330 7315 33649 134596 480700 1562275 4686825 13123110 34597290 86493225 206253075 471435600 1037158320 2203961430 4537567650 9075135300 17672631900 33578000610 62359143990 113380261800 202112640600 353697121050 608359048206 1029530696964 1715884494940 2818953098830 4568648125690 7309837001104 11554258485616 18053528883775 27900908274925 42671977361650 64617565719070 96926348578605 144079707346575 212327989773900 310325523515700 449972009097765 647520696018735 925029565741050 1312251244423350 1849081298960175 2588713818544245 3601688791018080 4981058966301600 6848956078664700 9364899127970100 12736262814039336 17231414395464984 23196134763125940 31074067324187580 41432089765583440 54991682779774384 72667580816130436 95615237915961100 125288932441604200 163512674542432600 212566476905162380 275291011073898820 355214207837288800 456703981505085600 585151976303390925 747194062048945335 950974260789566790 1206459883091241450 1525816910968334775 1923856105133987325 2418561960739869780 3031718514166879020 3789648142708598775 4724081931321677925 5873182941643167150 7282746847637527266 9007607943130625829 -7333461546470467801 -4768857886338371536 -1652377489215824176 2126354992295264498 6698154784740779190 -6228977344430894932 421157528506306868 8417153030490323318 -434396440838408558 -7389221397743024904 6348245132690460936 4292796350975409470 5368269141888520954 -8315472288701416148 783417103715954676 -3474483567531033926 -1766739216251937058 6922079097557685360 5320987125456580752 -5210542834588780117 -4656066735959106191 8794375594190506170 331492571110842774 
1 20 210 1540 8855 42504 177100 657800 2220075 6906900 20030010 54627300 141120525 347373600 818809200 1855967520 4059928950 8597496600 17672631900 35345263800 68923264410 131282408400 244662670200 446775310800 800472431850 1408831480056 2438362177020 4154246671960 6973199770790 11541847896480 18851684897584 30405943383200 48459472266975 76360380541900 119032357903550 183649923622620 280576272201225 424655979547800 636983969321700 947309492837400 1397281501935165 2044802197953900 2969831763694950 4282083008118300 6131164307078475 8719878125622720 12321566916640800 17302625882942400 24151581961607100 33516481089577200 46252743903616536 63484158299081520 86680293062207460 117754360386395040 159186450151978480 214178132931752864 286845713747883300 382460951663844400 507749884105448600 671262558647881200 883829035553043580 1159120046626942400 1514334254464231200 1971038235969316800 2556190212272707725 3303384274321653060 4254358535111219850 5460818418202461300 6986635329170796075 8910491434304783400 -7117690678664898436 -4085972164498019416 -296324021789420641 4427757909532257284 -8145803222534127182 -863056374896599916 8144551568234025913 811090021763558112 -3957767864574813424 -5610145353790637600 -3483790361495373102 3214364423245406088 -3014612921185488844 -2593455392679181976 5823697637811141342 5389301196972732784 -1999920200770292120 4348324931920168816 8641121282895578286 -4437353648925452376 5693918136082683092 6477335239798637768 3002851672267603842 1236112456015666784 8158191553573352144 -4967565394679618720 8268635844441152779 3612569108482046588 -6039799371036998858 -5708306799926156084 
1 21 231 1771 10626 53130 230230 888030 3108105 10015005 30045015 84672315 225792840 573166440 1391975640 3247943160 7307872110 15905368710 33578000610 68923264410 137846528820 269128937220 513791607420 960566918220 1761039350070 3169870830126 5608233007146 9762479679106 16735679449896 28277527346376 47129212243960 77535155627160 125994627894135 202355008436035 321387366339585 505037289962205 785613562163430 1210269541711230 1847253511032930 2794563003870330 4191844505805495 6236646703759395 9206478467454345 13488561475572645 19619725782651120 28339603908273840 40661170824914640 57963796707857040 82115378669464140 115631859759041340 161884603662657876 225368761961739396 312049055023946856 429803415410341896 588989865562320376 803167998494073240 1090013712241956540 1472474663905800940 1980224548011249540 2651487106659130740 3535316142212174320 4694436188839116720 6208770443303347920 8179808679272664720 -7710745182164179171 -4407360907842526111 -153002372731306261 5307816045471155039 -6152292699067600502 2758198735237182898 -4359491943427715538 -8445464107925734954 -8741788129715155595 -4314030220182898311 5986910630992526123 5123854256095926207 -5178338249379599496 -4367248227616041384 -8325016092190854808 4511582627728059208 1027792266232686106 4242156689478092194 1227543768292603350 -1365911624386578626 4457786013424562716 -8599656863312256116 7847167009627003380 -6251252132162379420 2389869150733198866 -2047484498192253510 3646433637890429582 -8322975196020484266 -5320123523752880424 -4084011067737213640 4074180485836138504 -893384908843480216 7375250935597672563 -7458924029629832465 4948020673042720293 -760286126883435791 
1 22 253 2024 12650 65780 296010 1184040 4292145 14307150 44352165 129024480 354817320 927983760 2319959400 5567902560 12875774670 28781143380 62359143990 131282408400 269128937220 538257874440 1052049481860 2012616400080 3773655750150 6943526580276 12551759587422 22314239266528 39049918716424 67327446062800 114456658306760 191991813933920 317986441828055 520341450264090 841728816603675 1346766106565880 2132379668729310 3342649210440540 5189902721473470 7984465725343800 12176310231149295 18412956934908690 27619435402363035 41107996877935680 60727722660586800 89067326568860640 129728497393775280 187692294101632320 269807672771096460 385439532530137800 547324136192795676 772692898154535072 1084741953178481928 1514545368588823824 2103535234151144200 2906703232645217440 3996716944887173980 5469191608792974920 7449416156804224460 -8345840810246196416 -4810524668034022096 -116088479194905376 6092681964108442544 -4174253430328444352 6561745461216928093 2154384553374401982 2001382180643095721 7309198226114250760 1156905527046650258 3915104262283833156 -444387681143882382 -8889851789069617336 815104154924778685 -3498926065258119626 2487984565734406497 7611838821830332704 2433500572450733208 -1933747655165308176 8187980326353388632 -5747181119628103776 -4719388853395417670 -477232163917325476 750311604375277874 -615600020011300752 3842185993413261964 -4757470869898994152 3089696139728009228 -3161555992434370192 -771686841701171326 -2819171339893424836 827262297997004746 -7495712898023479520 5630907651933191672 1546896584195978032 5621077070032116536 4727692161188636320 -6343800976923242733 4644019067156476418 -8854704333510354905 8831753613315760920 
1 23 276 2300 14950 80730 376740 1560780 5852925 20160075 64512240 193536720 548354040 1476337800 3796297200 9364199760 22239974430 51021117810 113380261800 244662670200 513791607420 1052049481860 2104098963720 4116715363800 7890371113950 14833897694226 27385657281648 49699896548176 88749815264600 156077261327400 270533919634160 462525733568080 780512175396135 1300853625660225 2142582442263900 3489348548829780 5621728217559090 8964377427999630 14154280149473100 22138745874816900 34315056105966195 52728013040874885 80347448443237920 121455445321173600 182183167981760400 271250494550621040 400978991944396320 588671286046028640 858478958817125100 1243918491347262900 1791242627540058576 2563935525694593648 3648677478873075576 5163222847461899400 7266758081613043600 -8273282759451290576 -4276565814564116596 1192625794228858324 8642041951033082784 296201140786886368 -4514323527247135728 -4630412006442041104 1462269957666401440 -2711983472662042912 3849761988554885181 6004146541929287163 8005528722572382884 -3132017125022917972 -1975111597976267714 1939992664307565442 1495604983163683060 -7394246805905934276 -6579142650981155591 8368675357470276399 -7590084150504868720 21754671325463984 2455255243776197192 521507588610889016 8709487914964277648 2962306795336173872 -1757082058059243798 -2234314221976569274 -1484002617601291400 -2099602637612592152 1742583355800669812 -3014887514098324340 74808625629684888 -3086747366804685304 -3858434208505856630 -6677605548399281466 -5850343250402276720 5100687925283795376 -7715148496492564568 -6168251912296586536 -547174842264470000 4180517318924166320 -2163283657999076413 2480735409157400005 -6373968924352954900 2457784688962806020 
1 24 300 2600 17550 98280 475020 2035800 7888725 28048800 92561040 286097760 834451800 2310789600 6107086800 15471286560 37711260990 88732378800 202112640600 446775310800 960566918220 2012616400080 4116715363800 8233430727600 16123801841550 30957699535776 58343356817424 108043253365600 196793068630200 352870329957600 623404249591760 1085929983159840 1866442158555975 3167295784216200 5309878226480100 8799226775309880 14420954992868970 23385332420868600 37539612570341700 59678358445158600 93993414551124795 146721427591999680 227068876035237600 348524321356411200 530707489338171600 801957983888792640 1202936975833188960 1791608261879217600 2650087220696342700 3894005712043605600 5685248339583664176 8249183865278257824 -6548882729558218216 -1385659882096318816 5881098199516724784 -2392184559934565792 -6668750374498682388 -5476124580269824064 3165917370763258720 3462118511550145088 -1052205015696990640 -5682617022139031744 -4220347064472630304 -6932330537134673216 -3082568548579788035 2921577993349499128 -7519637357787669604 7795089590898964040 5819977992922696326 7759970657230261768 -9191168433315606788 1861328834488010552 -4717813816493145039 3650861540977131360 -3939222609527737360 -3917467938202273376 -1462212694426076184 -940705105815187168 7768782809149090480 -7715654469224287264 8974007546426020554 6739693324449451280 5255690706848159880 3156088069235567728 4898671425036237540 1883783910937913200 1958592536567598088 -1128154830237087216 -4986589038742943846 6782549486567326304 932206236165049584 6032894161448844960 -1682254335043719608 -7850506247340306144 -8397681089604776144 -4217163770680609824 -6380447428679686237 -3899712019522286232 8173063129834310484 -7815896254912435112 
1 25 325 2925 20475 118755 593775 2629575 10518300 38567100 131128140 417225900 1251677700 3562467300 9669554100 25140840660 62852101650 151584480450 353697121050 800472431850 1761039350070 3773655750150 7890371113950 16123801841550 32247603683100 63205303218876 121548660036300 229591913401900 426384982032100 779255311989700 1402659561581460 2488589544741300 4355031703297275 7522327487513475 12832205713993575 21631432489303455 36052387482172425 59437719903041025 96977332473382725 156655690918541325 250649105469666120 397370533061665800 624439409096903400 972963730453314600 1503671219791486200 2305629203680278840 3508566179513467800 5300174441392685400 7950261662089028100 -6602476699576917916 -917228359993253740 7331955505285004084 783072775726785868 -602587106369532948 5278511093147191836 2886326533212626044 -3782423841286056344 9188195652153671208 -6092631050792621688 -2630512539242476600 -3682717554939467240 9081409496631052632 4861062432158422328 -2071268104976250888 -5153836653556038923 -2232258660206539795 8694848055715342217 -1956806427095245359 3863171565827450967 -6823601850651838881 2431973789742105947 4293302624230116499 -424511192263028540 3226350348714102820 -712872260813634540 -4630340199015907916 -6092552893441984100 -7033257999257171268 735524809891919212 -6980129659332368052 1993877887093652502 8733571211543103782 -4457482155318287954 -1301394086082720226 3597277338953517314 5481061249891430514 7439653786459028602 6311498956221941386 1324909917478997540 8107459404046323844 9039665640211373428 -3374184272049333228 -5056438607093052836 5539799219276192636 -2857881870328583508 -7075045641009193332 4991251004020672047 1091538984498385815 -9182141959376855317 1448705859420261187 
1 26 351 3276 23751 142506 736281 3365856 13884156 52451256 183579396 600805296 1852482996 5414950296 15084504396 40225345056 103077446706 254661927156 608359048206 1408831480056 3169870830126 6943526580276 14833897694226 30957699535776 63205303218876 126410606437752 247959266474052 477551179875952 903936161908052 1683191473897752 3085851035479212 5574440580220512 9929472283517787 17451799771031262 30284005485024837 51915437974328292 87967825456500717 147405545359541742 244382877832924467 401038568751465792 651687674221131912 1049058207282797712 1673497616379701112 2646461346833015712 4150132566624501912 6455761770304780752 -8482416123891303064 -3182241682498617664 4768019979590410436 -1834456719986507480 -2751685079979761220 4580270425305242864 5363343201032028732 4760756094662495784 -8407476885899863996 -5521150352687237952 9143169879736257320 -115378541819623088 -6208009592612244776 -8838522131854721376 5925504386915363000 -3439830190163135984 1421232241995286344 -650035862980964544 -5803872516537003467 -8036131176743543262 658716878971798955 -1298089548123446404 2565082017704004563 -4258519832947834318 -1826546043205728371 2466756581024388128 2042245388761359588 5268595737475462408 4555723476661827868 -74616722354080048 -6167169615796064148 5246316458656316200 5981841268548235412 -998288390784132640 995589496309519862 -8717583365856927972 5271678552534335690 3970284466451615464 7567561805405132778 -5398121018412988324 2041532768046040278 8353031724267981664 -8768802431962572412 -661343027916248568 8378322612295124860 5004138340245791632 -52300266847261204 5487498952428931432 2629617082100347924 -4445428558908845408 545822445111826639 1637361429610212454 -7544780529766642863 -6096074670346381676 
1 27 378 3654 27405 169911 906192 4272048 18156204 70607460 254186856 854992152 2707475148 8122425444 23206929840 63432274896 166509721602 421171648758 1029530696964 2438362177020 5608233007146 12551759587422 27385657281648 58343356817424 121548660036300 247959266474052 495918532948104 973469712824056 1877405874732108 3560597348629860 6646448384109072 12220888964329584 22150361247847371 39602161018878633 69886166503903470 121801604478231762 209769429934732479 357174975294274221 601557853127198688 1002596421878664480 1654284096099796392 2703342303382594104 4376839919762295216 7023301266595310928 -7273310240489738776 -817548470184958024 9146779479633290528 5964537797134672864 -7714186296984468316 8898101056738575820 6146415976758814600 -7720057671645494152 -2356714470613465420 2404041624049030364 -6003435261850833632 6922158459171480032 -2381415734801814264 -2496794276621437352 -8704803869233682128 903418072621148112 6828922459536511112 3389092269373375128 4810324511368661472 4160288648387696928 -1643583868149306539 8767029028816701815 -9020998165921050846 8127656359665054366 -7754005696340492687 6434218544421224611 4607672501215496240 7074429082239884368 9116674471001243956 -4061473865232845252 494249611428982616 419632889074902568 -5747536726721161580 -501220268064845380 5480621000483390032 4482332609699257392 5477922106008777254 -3239661259848150718 2032017292686184972 6002301759137800436 -4876880509166618402 8171742546129944890 -8233468759533566448 119562964734415216 -8649239467228157196 9136161578565145852 -932259882849280904 4071878457396510728 4019578190549249524 -8939666930731370660 -6310049848631022736 7691265666169683472 8237088111281510111 -8572294532817829051 2329669011125079702 -3766405659221301974 
